ProductID,Name,ModelNumber,Description,Brand,Price,StoreID
38,Pick Pocket Embroidered Womens Waistcoat,6425,Specifications of Pick Pocket Embroidered Womens Waistcoat General Details Pattern Embroidered Occasion Casual Ideal For Womens Waistcoat Details Lining Polyester Fabric Bengal Silk Additional Details Style Code TL-012 Fabric Care First Time Dry Clean,HomeGoods (TJX),94,102
39,Angelfish Silk Potali Potli,4761,Angelfish Silk Potali Potli (Multicolor) Price: Rs. 399 Made by silk Fabric with fancy lace adnored and stylish handle also.(set of 2 piece)Specifications of Angelfish Silk Potali Potli (Multicolor) General Closure Velcro Type Potli Material Fabric Style Code AELKABJ01224-A Ideal For Girls Bag Size Small Occasion Party Color Code Multicolor Dimensions Weight 200 g Body Features Number of Compartments 1,Aldi,71,103
40,Oye Boys Dungaree,3961,Specifications of Oye Boys Dungaree Top Details Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Dungaree General Details Pattern Solid Ideal For Boys In the Box 1 Dungaree,Williams-Sonoma,107,104
41,Nuride Canvas Shoes,2363,Key Features of Nuride Canvas Shoes Material: Canvas Occasion: Casual Color: Red Heel Height: 0.5Specifications of Nuride Canvas Shoes General Occasion Casual Ideal For Women Shoe Details Heel Height 0.5 inch Outer Material Canvas Color Red,eBay,142,105
42,OM SHIVAKRITI Square wall Clock Showpiece  -  38.1 cm,5088,Key Features of OM SHIVAKRITI Square wall Clock Showpiece  -  38.1 cm Paper Mache Height - 38.1 cm Width - 38.1 cmOM SHIVAKRITI Square wall Clock Showpiece  -  38.1 cm (Paper Mache Multicolor) Price: Rs. 1499 Omshivakriti brings you this square wall watch made from paper mache and finished in attractive set of colors. The product in display is ideal to décor your home.Specifications of OM SHIVAKRITI Square wall Clock Showpiece  -  38.1 cm (Paper Mache Multicolor) General Brand OM SHIVAKRITI Model Number OSK60 Type Antique Material Paper Mache Model Name Square wall Clock Color Multicolor Dimensions Height 38.1 cm Width 38.1 cm Depth 3.81 cm In the Box Sales Package 1 showpiece,Spar International,29,106
43,Himmlisch ST381 Magnetic Sun Shade For Maruti Alto,4024,Himmlisch ST381 Magnetic Sun Shade For Maruti Alto (Side Window) Price: Rs. 1899 Beat the heat this summer and feel like a VIP with Himmlisch Car Window Magnetic Sunshades. These magnetic sunshades create a mesh layer to stops the heat. Magnet border gets easily stick to your car window door edges (No need of Suction cups) Features: Block UV Rays Keeps Car Cool Easy to install and remove Durable and Exact Fit Provides Complete privacy Resists Heat Mesh Type Sunshade Package Contents: 1 x Set Of 4 Magnetic SunshadesSpecifications of Himmlisch ST381 Magnetic Sun Shade For Maruti Alto (Side Window) General Brand Himmlisch Model Number ST381 Magnetic Placement Position Side Window Color Black Dimensions Weight 4000 g Depth 1.1 cm In the Box Sales Package 4 Sun Shade Pack of 4,Steam,3,102
44,Rapter BNC-179 BNC Wire Connector,3743,Rapter BNC-179 BNC Wire Connector (Silver Pack of 100) Price: Rs. 1400 Rapter Pack of 100 BNC Connector.Superior quality BNC Connectors with high quality outer metel and brass conductors used to maintain a proper video/signal quality.BNC normally used in co-axial cables to lock with female connectors which ensures permanancy of connection.They can be used in DVRs NVRs and CCTV Cameras etc.Specifications of Rapter BNC-179 BNC Wire Connector (Silver Pack of 100) General Brand Rapter Suitable For Wire to Wire Connection Wire to Circuit Board Connection Model Number BNC-179 Type BNC Waterproof Yes Corrosion Proof Yes Color Silver In the box Sales Package 100 BNC Connector Pack of 100,REI,20,108
45,Vishudh Printed Womens Straight Kurta,3754,Specifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% Cotton Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004384 NAVY BLUE Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Jo-Ann Fabric and Craft Stores,42,109
46,Vishudh Printed Womens Straight Kurta,5824,Specifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% POLYESTER Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004370 PINK::OLIVE Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Alibaba,41,100
47,Vishudh Printed Womens Anarkali Kurta,9134,Specifications of Vishudh Printed Womens Anarkali Kurta Kurta Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Fabric 100% Cotton Type Anarkali Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004389 BEIGE::PINK Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,JC Penney,35,102
48,BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System,6111,Key Features of BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System National Award Winning Product Long Battery Life Freely Placed Low Power ConsumedBuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System Price: Rs. 5000 Buildtracks Wireless Motion Sensor turns your existing light switches off when you leave the room and turns them on when you return. This model is ideal for fitting on a ceiling. It is battery powered and will work with One Single Switch. Using Wireless Motion Sensor stops Wastage of Energy and Lower your Electricity Bills. It is highly suitable for homes institutions banks offices and healthcare.  Saves Energy  Lowers electricity bills  National Award Winning Product  Adds convenience  Works with existing switches no re – wiring  Quick and easy installation  Freely placed  Long battery life  Single device for multiple switches  No aesthetic changes / No external wiring  Adjustable time delay for turning offRelated video of BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security SystemSpecifications of BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System General Detection Angle 360 degree Brand BuildTrack Brand Color Off White Suitable For Homes Offices Intermittent Spaces Warehouses Industrial Spacing Wired/Wireless Wireless Display Type NA Installation Type Plug and Play Simply Attached to the Ceiling Model Number PIR Wireless Motion Sensor - One Switch Control Audible Alarm No Maximum Alarm Distance 0 m Minimum Alarm Distance 0 m Detection Range 10 ft Number of Sensors 1 Color White Dimensions Weight 200 g Other Dimensions 106x106x71 mm Warranty Service Type Manufacturers Warranty - 1 Year In the Box Wireless Motion Detector | Actuator | User Manual | Warranty Card Additional Features Other Features Saves Energy Lowers Electricity Bills Adds Convenience Works with Existing Switches No Re – Wiring Quick and Easy Installation Single Device for Multiple Switches No Aesthetic Changes / No External Wiring Adjustable Time Delay for Turning Off Technology Used Passive Infra Red (PIR),Tesco,31,102
49,Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System,4080,Key Features of Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System Dry run protection L/H Voltage protection Corrosion free sensors Has Manual/Auto modeSkayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System Price: Rs. 4990 This system is suitable for single phase submersible pump. The sytem auto start the submersible pump when water level in tank reaches preset lower level and auto switch off the pump when tank gets full.Upper and lower level is adjustable as per user choice. The system indicates 4 different levels of water (¼  ½ ¾ and Full) of overhead tank. The system has Auto /manual switch.Related video of Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security SystemSpecifications of Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System In the Box 1 pack of Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER General Brand Skayvon Model Number SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired/Wireless Wired Number of Sensors 4 Brand Color Ivory Display Type LED Audible Alarm NO Installation Type Cabling Detection Range 987 ft Minimum Alarm Distance 10 m Maximum Alarm Distance 98 m Color Silver LED Indicators Yes,Ace Hardware,44,102
50,MASARA Solid Womens Straight Kurta,9357,Key Features of MASARA Solid Womens Straight Kurta Green StraightMASARA Solid Womens Straight Kurta Price: Rs. 599 The knee length kurti with raindrop pattern with subtle colors will completely transform your look at your work place. Soft cotton fabric used in this kurti is to die for.Specifications of MASARA Solid Womens Straight Kurta Kurta Details Sleeve 3/4 Sleeve Fabric Cotton Type Straight Neck Round General Details Pattern Solid Occasion Casual Ideal For Womens Additional Details Style Code M002PCOTSEARAIN,GameStop,115,104
51,Vishudh Printed Womens Straight Kurta,1341,Specifications of Vishudh Printed Womens Straight Kurta Kurta Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% POLYESTER Type Straight Neck ROUND NECK General Details Pattern Printed Occasion Festive Ideal For Womens In the Box Kurta Additional Details Style Code VNKU004371 RUST::TEAL Fabric Care Gentle Machine Wash in Lukewarm Water Do Not Bleach,Amazon,85,105
52,Rapter BNC-047 BNC Wire Connector,3399,Rapter BNC-047 BNC Wire Connector (Silver Pack of 64) Price: Rs. 899 Rapter Pack of 64 BNC Connector.Superior quality BNC Connectors with high quality outer metel and brass conductors used to maintain a proper video/signal quality.BNC normally used in co-axial cables to lock with female connectors which ensures permanancy of connection.They can be used in DVRs NVRs and CCTV Cameras etc.Specifications of Rapter BNC-047 BNC Wire Connector (Silver Pack of 64) General Brand Rapter Suitable For Wire to Wire Connection Wire to Circuit Board Connection Model Number BNC-047 Type BNC Waterproof Yes Corrosion Proof Yes Color Silver In the box Sales Package 64 BNC Connector Pack of 64,Costco,61,102
